Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR
10/2/2024,15:00,Tottenham,Brighton,2,1,H
10/2/2024,15:00,Wolves,Brentford,0,2,A
10/2/2024,17:30,Nott'm Forest,Newcastle,2,3,A
11/2/2024,14:00,West Ham,Arsenal,0,6,A
11/2/2024,16:30,Aston Villa,Man United,1,2,A
12/2/2024,20:00,Crystal Palace,Chelsea,1,3,A
17/02/2024,12:30,Brentford,Liverpool,1,4,A
17/02/2024,15:00,Burnley,Arsenal,0,5,A
17/02/2024,15:00,Fulham,Aston Villa,1,2,A
17/02/2024,15:00,Newcastle,Bournemouth,2,2,D
17/02/2024,15:00,Nott'm Forest,West Ham,2,0,H
17/02/2024,15:00,Tottenham,Wolves,1,2,A
17/02/2024,17:30,Man City,Chelsea,1,1,D
18/02/2024,14:00,Sheffield United,Brighton,0,5,A
18/02/2024,16:30,Luton,Man United,1,2,A
19/02/2024,20:00,Everton,Crystal Palace,1,1,D
20/02/2024,19:30,Man City,Brentford,1,0,H
21/02/2024,19:30,Liverpool,Luton,4,1,H
24/02/2024,15:00,Aston Villa,Nott'm Forest,4,2,H
24/02/2024,15:00,Brighton,Everton,1,1,D
24/02/2024,15:00,Crystal Palace,Burnley,3,0,H
24/02/2024,15:00,Man United,Fulham,1,2,A
24/02/2024,17:30,Bournemouth,Man City,0,1,A
24/02/2024,20:00,Arsenal,Newcastle,4,1,H
25/02/2024,13:30,Wolves,Sheffield United,1,0,H
26/02/2024,20:00,West Ham,Brentford,4,2,H
2/3/2024,15:00,Brentford,Chelsea,2,2,D
2/3/2024,15:00,Everton,West Ham,1,3,A
2/3/2024,15:00,Fulham,Brighton,3,0,H
2/3/2024,15:00,Newcastle,Wolves,3,0,H
2/3/2024,15:00,Nott'm Forest,Liverpool,0,1,A
2/3/2024,15:00,Tottenham,Crystal Palace,3,1,H
2/3/2024,17:30,Luton,Aston Villa,2,3,A
3/3/2024,13:00,Burnley,Bournemouth,0,2,A
3/3/2024,15:30,Man City,Man United,3,1,H
4/3/2024,20:00,Sheffield United,Arsenal,0,6,A
9/3/2024,12:30,Man United,Everton,2,0,H
9/3/2024,15:00,Bournemouth,Sheffield United,2,2,D
9/3/2024,15:00,Crystal Palace,Luton,1,1,D
9/3/2024,15:00,Wolves,Fulham,2,1,H
9/3/2024,17:30,Arsenal,Brentford,2,1,H
10/3/2024,13:00,Aston Villa,Tottenham,0,4,A
10/3/2024,14:00,Brighton,Nott'm Forest,1,0,H
10/3/2024,14:00,West Ham,Burnley,2,2,D
10/3/2024,15:45,Liverpool,Man City,1,1,D
11/3/2024,20:00,Chelsea,Newcastle,3,2,H
13/03/2024,19:30,Bournemouth,Luton,4,3,H
16/03/2024,15:00,Burnley,Brentford,2,1,H
16/03/2024,15:00,Luton,Nott'm Forest,1,1,D
16/03/2024,17:30,Fulham,Tottenham,3,0,H
17/03/2024,14:00,West Ham,Aston Villa,1,1,D
30/03/2024,12:30,Newcastle,West Ham,4,3,H
30/03/2024,15:00,Bournemouth,Everton,2,1,H
30/03/2024,15:00,Chelsea,Burnley,2,2,D
30/03/2024,15:00,Nott'm Forest,Crystal Palace,1,1,D
30/03/2024,15:00,Sheffield United,Fulham,3,3,D
30/03/2024,15:00,Tottenham,Luton,2,1,H
30/03/2024,17:30,Aston Villa,Wolves,2,0,H
30/03/2024,20:00,Brentford,Man United,1,1,D
31/03/2024,14:00,Liverpool,Brighton,2,1,H
31/03/2024,16:30,Man City,Arsenal,0,0,D
2/4/2024,19:30,Newcastle,Everton,1,1,D
2/4/2024,19:30,Nott'm Forest,Fulham,3,1,H
2/4/2024,19:45,Bournemouth,Crystal Palace,1,0,H
2/4/2024,19:45,Burnley,Wolves,1,1,D
2/4/2024,20:15,West Ham,Tottenham,1,1,D
3/4/2024,19:30,Arsenal,Luton,2,0,H
3/4/2024,19:30,Brentford,Brighton,0,0,D
3/4/2024,20:15,Man City,Aston Villa,4,1,H
4/4/2024,19:30,Liverpool,Sheffield United,3,1,H
4/4/2024,20:15,Chelsea,Man United,4,3,H
6/4/2024,12:30,Crystal Palace,Man City,2,4,A
6/4/2024,15:00,Aston Villa,Brentford,3,3,D
6/4/2024,15:00,Everton,Burnley,1,0,H
6/4/2024,15:00,Fulham,Newcastle,0,1,A
6/4/2024,15:00,Luton,Bournemouth,2,1,H
6/4/2024,15:00,Wolves,West Ham,1,2,A
6/4/2024,17:30,Brighton,Arsenal,0,3,A
7/4/2024,15:30,Man United,Liverpool,2,2,D
7/4/2024,17:30,Sheffield United,Chelsea,2,2,D
7/4/2024,18:00,Tottenham,Nott'm Forest,3,1,H
13/04/2024,12:30,Newcastle,Tottenham,4,0,H
13/04/2024,15:00,Brentford,Sheffield United,2,0,H
13/04/2024,15:00,Burnley,Brighton,1,1,D
13/04/2024,15:00,Man City,Luton,5,1,H
13/04/2024,15:00,Nott'm Forest,Wolves,2,2,D
13/04/2024,17:30,Bournemouth,Man United,2,2,D
14/04/2024,14:00,Liverpool,Crystal Palace,0,1,A
14/04/2024,14:00,West Ham,Fulham,0,2,A
14/04/2024,16:30,Arsenal,Aston Villa,0,2,A
15/04/2024,20:00,Chelsea,Everton,6,0,H
20/04/2024,15:00,Luton,Brentford,1,5,A
20/04/2024,15:00,Sheffield United,Burnley,1,4,A
20/04/2024,19:30,Wolves,Arsenal,0,2,A
21/04/2024,13:30,Everton,Nott'm Forest,2,0,H
21/04/2024,15:00,Aston Villa,Bournemouth,3,1,H
21/04/2024,15:00,Crystal Palace,West Ham,5,2,H
21/04/2024,16:30,Fulham,Liverpool,1,3,A
23/04/2024,20:00,Arsenal,Chelsea,5,0,H
24/04/2024,19:45,Wolves,Bournemouth,0,1,A
24/04/2024,20:00,Crystal Palace,Newcastle,2,0,H
24/04/2024,20:00,Everton,Liverpool,2,0,H
24/04/2024,20:00,Man United,Sheffield United,4,2,H
25/04/2024,20:00,Brighton,Man City,0,4,A
27/04/2024,12:30,West Ham,Liverpool,2,2,D
27/04/2024,15:00,Fulham,Crystal Palace,1,1,D
27/04/2024,15:00,Man United,Burnley,1,1,D
27/04/2024,15:00,Newcastle,Sheffield United,5,1,H
27/04/2024,15:00,Wolves,Luton,2,1,H
27/04/2024,17:30,Everton,Brentford,1,0,H
27/04/2024,20:00,Aston Villa,Chelsea,2,2,D
28/04/2024,14:00,Bournemouth,Brighton,3,0,H
28/04/2024,14:00,Tottenham,Arsenal,2,3,A
28/04/2024,16:30,Nott'm Forest,Man City,0,2,A
2/5/2024,19:30,Chelsea,Tottenham,2,0,H
3/5/2024,20:00,Luton,Everton,1,1,D
4/5/2024,12:30,Arsenal,Bournemouth,3,0,H
4/5/2024,15:00,Brentford,Fulham,0,0,D
4/5/2024,15:00,Burnley,Newcastle,1,4,A
4/5/2024,15:00,Sheffield United,Nott'm Forest,1,3,A
4/5/2024,17:30,Man City,Wolves,5,1,H
5/5/2024,14:00,Brighton,Aston Villa,1,0,H
5/5/2024,14:00,Chelsea,West Ham,5,0,H
5/5/2024,16:30,Liverpool,Tottenham,4,2,H
6/5/2024,20:00,Crystal Palace,Man United,4,0,H
11/5/2024,12:30,Fulham,Man City,0,4,A
11/5/2024,15:00,Bournemouth,Brentford,1,2,A
11/5/2024,15:00,Everton,Sheffield United,1,0,H
11/5/2024,15:00,Newcastle,Brighton,1,1,D
11/5/2024,15:00,Tottenham,Burnley,2,1,H
11/5/2024,15:00,West Ham,Luton,3,1,H
11/5/2024,15:00,Wolves,Crystal Palace,1,3,A
11/5/2024,17:30,Nott'm Forest,Chelsea,2,3,A
12/5/2024,16:30,Man United,Arsenal,0,1,A
13/05/2024,20:00,Aston Villa,Liverpool,3,3,D
14/05/2024,20:00,Tottenham,Man City,0,2,A
15/05/2024,19:45,Brighton,Chelsea,1,2,A
15/05/2024,20:00,Man United,Newcastle,3,2,H
19/05/2024,16:00,Arsenal,Everton,2,1,H
19/05/2024,16:00,Brentford,Newcastle,2,4,A
19/05/2024,16:00,Brighton,Man United,0,2,A
19/05/2024,16:00,Burnley,Nott'm Forest,1,2,A
19/05/2024,16:00,Chelsea,Bournemouth,2,1,H
19/05/2024,16:00,Crystal Palace,Aston Villa,5,0,H
19/05/2024,16:00,Liverpool,Wolves,2,0,H
19/05/2024,16:00,Luton,Fulham,2,4,A
19/05/2024,16:00,Man City,West Ham,3,1,H
19/05/2024,16:00,Sheffield United,Tottenham,0,3,A
